time;model_id;model_name;port_name;data
0;753;(-19,59);;<0>
0;754;(-24,59);;<0>
0;755;(72,58);;<0>
0;756;(71,58);;<0>
0;757;(70,58);;<0>
0;758;(67,58);;<0>
0;759;(65,58);;<0>
0;760;(63,58);;<0>
0;761;(-16,60);;<0>
0;762;(61,58);;<0>
0;763;(60,58);;<0>
0;764;(59,58);;<0>
0;765;(57,58);;<0>
0;766;(56,58);;<0>
0;767;(55,58);;<0>
0;768;(54,58);;<0>
0;769;(51,58);;<0>
0;770;(49,58);;<0>
0;771;(48,58);;<0>
0;772;(25,71);;<0>
0;773;(46,58);;<0>
0;774;(45,58);;<0>
0;775;(53,72);;<0>
0;776;(26,60);;<0>
0;777;(41,58);;<0>
0;778;(40,58);;<0>
0;779;(39,58);;<0>
0;780;(29,58);;<0>
0;781;(28,58);;<0>
0;782;(25,58);;<0>
0;783;(19,58);;<0>
0;784;(17,58);;<0>
0;785;(13,58);;<0>
0;786;(12,58);;<0>
0;787;(11,58);;<0>
0;788;(10,58);;<0>
0;789;(9,58);;<0>
0;790;(8,58);;<0>
0;791;(9,71);;<0>
0;792;(64,64);;<0>
0;793;(49,59);;<0>
0;794;(6,58);;<0>
0;795;(5,58);;<0>
0;796;(4,58);;<0>
0;797;(3,58);;<0>
0;798;(52,58);;<0>
0;799;(2,58);;<0>
0;800;(1,58);;<0>
0;801;(-1,58);;<0>
0;802;(-3,58);;<0>
0;803;(-9,64);;<0>
0;804;(-7,58);;<0>
0;805;(-8,58);;<0>
0;806;(-9,58);;<0>
0;807;(-11,58);;<0>
0;808;(-13,58);;<0>
0;809;(-15,58);;<0>
0;810;(-20,58);;<0>
0;811;(-21,58);;<0>
0;812;(-23,58);;<0>
0;813;(75,57);;<0>
0;814;(73,57);;<0>
0;815;(43,69);;<0>
0;816;(37,65);;<0>
0;817;(71,57);;<0>
0;818;(68,57);;<0>
0;819;(67,57);;<0>
0;820;(30,71);;<0>
0;821;(66,57);;<0>
0;822;(65,57);;<0>
0;823;(64,57);;<0>
0;824;(62,57);;<0>
0;825;(61,57);;<0>
0;826;(60,57);;<0>
0;827;(58,57);;<0>
0;828;(54,57);;<0>
0;829;(24,73);;<0>
0;830;(53,57);;<0>
0;831;(52,57);;<0>
0;832;(51,57);;<0>
0;833;(48,57);;<0>
0;834;(12,72);;<0>
0;835;(46,57);;<0>
0;836;(44,57);;<0>
0;837;(42,57);;<0>
